judge,iteration,metric,n,gap_K0,gap_K5,did_mean,did_dz,did_ci_lo,did_ci_hi,p,p_holm,p_holm_rubrics
claude-haiku-4-5,1,MITI,96,-0.018229166666666668,-0.0390625,0.020833333333333332,0.02554073527576525,-0.140625,0.18229166666666666,0.718239651167623,1.0,1.0
claude-haiku-4-5,2,MITI,96,0.026041666666666668,-0.125,0.15104166666666666,0.18375626356302022,-0.013020833333333334,0.3177083333333333,0.050853997645925596,0.20341599058370238,0.45768597881333034
claude-haiku-4-5,3,MITI,96,-0.10677083333333333,-0.13541666666666666,0.028645833333333332,0.03867835937728174,-0.11979166666666667,0.1719401041666663,0.6566806850472721,1.0,1.0
claude-haiku-4-5,4,MITI,96,0.1171875,-0.041666666666666664,0.15885416666666666,0.26402465865184827,0.041666666666666664,0.27350260416666633,0.007529978255606021,0.037649891278030104,0.045179869533636126
claude-haiku-4-5,5,MITI,96,0.2942708333333333,-0.010416666666666666,0.3046875,0.44135224195119505,0.16666666666666666,0.4401041666666667,4.4240430003942375e-05,0.0002654425800236543,0.000353923440031539
claude-haiku-4-5,0,PCT,96,-0.0058911740507408645,0.016580975700883748,-0.02247214975162461,-0.07439668496612102,-0.08319213949627569,0.03794922305689548,0.43149222128259035,1.0,1.0
claude-haiku-4-5,1,PCT,96,-0.02582548851592675,0.021307941912729736,-0.047133430428656496,-0.16546505279276835,-0.10152134580076388,0.0072767081707800964,0.13523833235878235,0.8114299941526941,1.0
claude-haiku-4-5,2,PCT,96,-0.009981279672386734,-0.0027846647172094737,-0.007196614955177263,-0.02201139445184436,-0.07265951114469431,0.05446309165930803,0.7050982858028239,1.0,1.0
claude-haiku-4-5,3,PCT,96,-0.028884257895617518,-0.040950991690702605,0.012066733795085098,0.043743632536901604,-0.039934038780159664,0.06925792863050852,0.9755199457380791,1.0,1.0
claude-haiku-4-5,4,PCT,96,-0.009207052944475533,-0.027771465753844777,0.018564412809369237,0.06891578128503602,-0.03445938801623397,0.07095548378364236,0.8189858637511855,1.0,0.8189858637511855
claude-haiku-4-5,5,PCT,96,0.028242237692218345,0.007342034338223257,0.02090020335399509,0.08403938660201236,-0.027842378283857105,0.07027483215480633,0.3905983684293245,1.0,0.6344940987580612
claude-haiku-4-5,0,MICI,96,-0.019620734655164757,0.04384006333404384,-0.0634607979892086,-0.10320486608250522,-0.17847904120824118,0.050406350902592066,0.3658587698990914,1.0,1.0
claude-haiku-4-5,1,MICI,96,-0.013147653170631116,0.03514532658334608,-0.04829297975397721,-0.08328608521726537,-0.16127101371398062,0.06518529125320364,0.24942356417762057,0.9976942567104823,1.0
claude-haiku-4-5,2,MICI,96,0.03680180239294016,0.03771562879953561,-0.0009138264065954455,-0.0017282793909169404,-0.10506110376888902,0.10027001120640755,0.9475548945222352,1.0,1.0
claude-haiku-4-5,3,MICI,96,0.00993038347039559,-0.020972533444675975,0.030902916915071566,0.05187288446747634,-0.0854462655375934,0.15342696998785074,0.9113342226318577,1.0,1.0
claude-haiku-4-5,4,MICI,96,-0.11825971442844509,0.00400921857397325,-0.12226893300241833,-0.2732948779549933,-0.2081362705358501,-0.034528792194599846,0.009899460752464954,0.05939676451478972,0.049497303762324765
claude-haiku-4-5,5,MICI,96,-0.12567593941783142,-0.025261162675118954,-0.10041477674271247,-0.19710584096367756,-0.20286193969093863,-0.004258837882326767,0.10008537629945596,0.5004268814972799,0.40034150519782385
gpt-4o-mini,0,Q1Q2,96,-0.06642156862745101,0.040073529411764744,-0.10649509803921571,-0.08104128671302524,-0.3662101715686275,0.16507046568627415,0.6623342290134564,1.0,1.0
gpt-4o-mini,1,Q1Q2,96,-0.005453431372549024,-0.09074754901960785,0.08529411764705884,0.06720802345178219,-0.15624387254901967,0.33812806372549015,0.5865829442318641,1.0,1.0
gpt-4o-mini,2,Q1Q2,96,0.10692401960784319,-0.12708333333333338,0.2340073529411765,0.17277756391936816,-0.03444240196078419,0.4952910539215687,0.07453615695400291,0.37268078477001454,0.6370394448742455
gpt-4o-mini,3,Q1Q2,96,-0.17855392156862746,-0.18756127450980398,0.009007352941176522,0.010295997555066183,-0.15900735294117638,0.18522212009803898,0.761652603854106,1.0,1.0
gpt-4o-mini,4,Q1Q2,96,0.003186274509803924,-0.23186274509803917,0.23504901960784308,0.2864051138408652,0.075110294117647,0.4024310661764704,0.01735902041595578,0.10415412249573468,0.13887216332764624
gpt-4o-mini,5,Q1Q2,96,0.042708333333333376,-0.024999999999999953,0.06770833333333333,0.09501943150482123,-0.06672181372549027,0.2044194240196079,0.4887598471919966,1.0,1.0
gpt-4o-mini,0,Q1,96,-0.09791666666666675,0.03541666666666668,-0.1333333333333334,-0.09916838473031972,-0.3979166666666667,0.1541666666666666,0.3003051081391014,1.0,1.0
gpt-4o-mini,1,Q1,96,-0.004166666666666675,-0.06874999999999999,0.06458333333333331,0.049548561954124534,-0.18541666666666667,0.3187499999999999,0.5476754291006121,1.0,1.0
gpt-4o-mini,2,Q1,96,0.1041666666666667,-0.09791666666666667,0.2020833333333334,0.1396259741020291,-0.07916666666666661,0.47713541666666637,0.13062550293836972,0.6531275146918486,0.914378520568588
gpt-4o-mini,3,Q1,96,-0.2333333333333333,-0.2041666666666667,-0.029166666666666646,-0.031689042287652805,-0.20630208333333336,0.15213541666666636,0.6235012929026951,1.0,1.0
gpt-4o-mini,4,Q1,96,0.002083333333333312,-0.26458333333333334,0.2666666666666666,0.28229351721681495,0.0770833333333333,0.46458333333333335,0.020444191512897582,0.12266514907738549,0.14310934059028307
gpt-4o-mini,5,Q1,96,0.054166666666666675,-0.008333333333333337,0.06250000000000001,0.08173712058671717,-0.08750000000000001,0.2208333333333334,0.5001380035182001,1.0,1.0
gpt-4o-mini,0,Q2,96,-0.03492647058823529,0.044730392156862746,-0.07965686274509805,-0.05858553575362195,-0.34192708333333327,0.20232843137254838,0.8107787374872929,1.0,1.0
gpt-4o-mini,1,Q2,96,-0.006740196078431379,-0.11274509803921569,0.10600490196078434,0.07901919257268432,-0.15199142156862736,0.3695159313725488,0.49721985608727803,1.0,1.0
gpt-4o-mini,2,Q2,96,0.10968137254901965,-0.15624999999999997,0.2659313725490196,0.19896185987736775,0.0017922794117647162,0.5184283088235293,0.07078216054158283,0.35391080270791414,0.6370394448742455
gpt-4o-mini,3,Q2,96,-0.12377450980392153,-0.17095588235294112,0.047181372549019586,0.05048935433409134,-0.13420649509803925,0.2310202205882352,0.7046752520499874,1.0,1.0
gpt-4o-mini,4,Q2,96,0.004289215686274532,-0.19914215686274506,0.20343137254901958,0.267775668044876,0.05695465686274504,0.3547947303921568,0.015419415203908361,0.09251649122345017,0.13877473683517524
gpt-4o-mini,5,Q2,96,0.03125000000000005,-0.041666666666666595,0.07291666666666667,0.09644456736732204,-0.06864276960784307,0.22673100490196071,0.7882059951834703,1.0,1.0
gpt-4o-mini,0,WAI-SR,96,-0.045138888888888874,-0.03732638888888889,-0.007812500000000014,-0.008671421500436252,-0.1857855902777778,0.17452256944444416,0.9348219406893012,1.0,1.0
gpt-4o-mini,1,WAI-SR,96,-0.08072916666666667,-0.0390625,-0.041666666666666706,-0.04098331671472164,-0.2465494791666667,0.15711805555555552,0.5714262015969263,1.0,1.0
gpt-4o-mini,2,WAI-SR,96,0.008680555555555552,-0.01649305555555557,0.02517361111111116,0.02166233569893838,-0.19880642361111106,0.24565972222222224,0.6064875649715683,1.0,1.0
gpt-4o-mini,3,WAI-SR,96,-0.16145833333333334,-0.1458333333333334,-0.015624999999999964,-0.018895129964315468,-0.17712673611111107,0.14325086805555548,0.5128775982837351,1.0,1.0
gpt-4o-mini,4,WAI-SR,96,-0.011284722222222257,-0.1423611111111111,0.13107638888888884,0.16930668550125508,-0.01918402777777784,0.27951388888888884,0.24186601310227018,1.0,0.6196749812271706
gpt-4o-mini,5,WAI-SR,96,0.05555555555555556,-0.10243055555555557,0.1579861111111111,0.21108808769941614,0.012977430555555527,0.3055989583333331,0.048068834528500935,0.2884130071710056,0.4326195107565084
gpt-4o-mini,0,CSQ-8,96,0.022135416666666668,-0.016927083333333332,0.0390625,0.04467345766543508,-0.13284505208333333,0.23050130208333316,0.8062779562102581,0.9880491255956135,1.0
gpt-4o-mini,1,CSQ-8,96,-0.07552083333333333,0.015625,-0.09114583333333333,-0.08832224927980831,-0.28779296875,0.10550130208333315,0.3293497085318712,0.9880491255956135,1.0
gpt-4o-mini,2,CSQ-8,96,0.01171875,-0.09895833333333333,0.11067708333333333,0.10304683966214814,-0.08600260416666666,0.3125,0.20598224837777002,0.8239289935110801,1.0
gpt-4o-mini,3,CSQ-8,96,-0.13541666666666666,-0.21223958333333334,0.07682291666666667,0.09977130056594287,-0.06901041666666667,0.22526041666666666,0.3914653053883498,0.9880491255956135,1.0
gpt-4o-mini,4,CSQ-8,96,0.0,-0.1953125,0.1953125,0.22070096587086963,0.026009114583333336,0.37633463541666645,0.023106214720322486,0.13863728832193492,0.14310934059028307
gpt-4o-mini,5,CSQ-8,96,0.033854166666666664,-0.0859375,0.11979166666666667,0.16569631073270835,-0.029947916666666668,0.2604492187499998,0.09033540207255596,0.4516770103627798,0.6704909451329514
gpt-4o-mini,0,MI-SAT,96,-0.020833333333333325,0.02256944444444443,-0.04340277777777777,-0.041172838144917755,-0.253515625,0.1823350694444442,0.4946871132591335,1.0,1.0
gpt-4o-mini,1,MI-SAT,96,-0.0798611111111111,-0.0086805555555556,-0.07118055555555552,-0.05424198787982974,-0.31966145833333326,0.1892795138888887,0.6867582957040947,1.0,1.0
gpt-4o-mini,2,MI-SAT,96,0.015624999999999995,-0.05729166666666666,0.07291666666666664,0.048691459782817505,-0.21701388888888892,0.3698350694444442,0.3252497578524556,1.0,1.0
gpt-4o-mini,3,MI-SAT,96,-0.18402777777777782,-0.2239583333333333,0.03993055555555549,0.038217382028176636,-0.1649739583333334,0.24479166666666652,0.8178643689712186,1.0,1.0
gpt-4o-mini,4,MI-SAT,96,-0.031250000000000014,-0.2604166666666667,0.22916666666666663,0.19354985011114775,-0.0017795138888889032,0.4653211805555554,0.12674668271467196,0.7604800962880318,0.6196749812271706
gpt-4o-mini,5,MI-SAT,96,0.05034722222222218,-0.060763888888888895,0.11111111111111105,0.12250672999535495,-0.06601562500000005,0.2813368055555551,0.2762048976067757,1.0,1.0
gpt-4o-mini,0,MITI,96,-0.09114583333333333,0.028645833333333332,-0.11979166666666667,-0.10485330590086066,-0.34641927083333335,0.11985677083333299,0.3583575176873056,0.9725246269838147,1.0
gpt-4o-mini,1,MITI,96,0.0546875,-0.08854166666666667,0.14322916666666666,0.10952398027548124,-0.09902343749999999,0.39850260416666633,0.32417487566127157,0.9725246269838147,1.0
gpt-4o-mini,2,MITI,96,0.0026041666666666665,-0.14322916666666666,0.14583333333333334,0.11143297030741048,-0.11197916666666667,0.3984375,0.2301285715946514,0.9205142863786056,1.0
gpt-4o-mini,3,MITI,96,-0.21875,-0.2526041666666667,0.033854166666666664,0.039452305855152005,-0.13020833333333334,0.2109375,0.9380541592892493,0.9725246269838147,1.0
gpt-4o-mini,4,MITI,96,-0.11458333333333333,-0.2786458333333333,0.1640625,0.19780471989156478,0.0078125,0.3333333333333333,0.13748654275105415,0.6874327137552707,0.6196749812271706
gpt-4o-mini,5,MITI,96,0.020833333333333332,-0.08072916666666667,0.1015625,0.1413113777182744,-0.03391927083333333,0.24739583333333334,0.10775186285706277,0.6465111771423766,0.6704909451329514
gpt-4o-mini,0,PCT,96,0.001624874714918795,0.01067818259877041,-0.009053307883851608,-0.028266082774109722,-0.07398338072293444,0.053444413150751616,0.4773085428875622,1.0,1.0
gpt-4o-mini,1,PCT,96,-0.021246986591045774,0.009858825755564885,-0.03110581234661065,-0.0892161523744764,-0.09813043431949149,0.03749235410007779,0.2693071618738412,1.0,1.0
gpt-4o-mini,2,PCT,96,-0.012070933946670082,-0.020221387432233447,0.008150453485563364,0.02437918831093892,-0.0562007812555116,0.07302392023880709,0.3765411504546686,1.0,1.0
gpt-4o-mini,3,PCT,96,-0.010215568289343778,-0.04822820471597646,0.03801263642663267,0.14099771065282174,-0.015316515216136561,0.09209211685826638,0.36411456739006365,1.0,1.0
gpt-4o-mini,4,PCT,96,-0.014130448179340194,-0.05753515897940407,0.04340471080006389,0.13670344457071373,-0.017661481941590153,0.10548336185317311,0.5123715748027855,1.0,0.6196749812271706
gpt-4o-mini,5,PCT,96,0.03243250118975737,-0.0034585050703261444,0.03589100626008352,0.14510687218315935,-0.011619371513202402,0.08290788100357753,0.08381136814161892,0.5028682088497135,0.6704909451329514
gpt-4o-mini,0,MICI,96,0.0018418663597081775,-0.03150252602878083,0.03334439238848901,0.07669893082774017,-0.053630080114949644,0.12078467852919873,0.27991454791436654,0.8397436437430996,1.0
gpt-4o-mini,1,MICI,96,-0.018342637199545094,-0.005553253844168257,-0.012789383355376839,-0.03156564288669346,-0.09245347538515046,0.06785840188120996,0.8468514749738212,1.0,1.0
gpt-4o-mini,2,MICI,96,0.05083921944587285,0.0029416934863705987,0.04789752595950226,0.13234378250501402,-0.026010012107904438,0.11767601954531472,0.20089396276478588,0.8035758510591435,1.0
gpt-4o-mini,3,MICI,96,0.02193567441911139,-0.05987297597713703,0.08180865039624842,0.21753256440659238,0.0073083848207545305,0.16110164959516496,0.05222160021703155,0.31332960130218934,0.46999440195328396
gpt-4o-mini,4,MICI,96,-0.03613739560841922,0.020756046699467325,-0.056893442307886545,-0.16444089144054255,-0.12300291693034768,0.011163977888891643,0.12393499624543412,0.6196749812271706,0.6196749812271706
gpt-4o-mini,5,MICI,96,0.011670782289272747,-0.01515523813276918,0.026826020422041925,0.07405157767776185,-0.041077973921132924,0.10050477689706239,0.7756161927965322,1.0,1.0
