judge,method,metric,iteration,mean_K0,mean_K5,n,mean_delta,dz,ci_lo,ci_hi,p,p_holm
gpt-4o-mini,PTO,PCT_Readiness,9,3.8333333333333335,3.7604166666666665,96,0.07291666666666667,0.06887078699360413,-0.13541666666666666,0.28125,0.5128398870771871,1.0
gpt-4o-mini,PTO,PCT_Readiness,10,3.8333333333333335,3.9583333333333335,96,-0.125,-0.13579190327036741,-0.3020833333333333,0.07291666666666667,0.14096727553634342,1.0
gpt-4o-mini,PTO,PCT_ChangeTalk,0,5.84375,6.458333333333333,96,-0.6145833333333334,-0.10432785058811929,-1.7606770833333334,0.5523437499999986,0.41516127805955383,1.0
gpt-4o-mini,PTO,PCT_ChangeTalk,1,5.385416666666667,5.354166666666667,96,0.03125,0.005690581096989892,-1.00078125,1.0625,0.6950204509927893,1.0
gpt-4o-mini,PTO,PCT_ChangeTalk,2,5.697916666666667,5.71875,96,-0.020833333333333332,-0.003990011768317665,-1.0315104166666667,1.03125,0.8408393525201527,1.0
gpt-4o-mini,PTO,PCT_ChangeTalk,3,5.114583333333333,6.177083333333333,96,-1.0625,-0.20013169068993508,-2.0625,0.010416666666666666,0.2475610600596132,1.0
gpt-4o-mini,PTO,PCT_ChangeTalk,4,5.4375,5.510416666666667,96,-0.07291666666666667,-0.01665691273438874,-0.9375,0.7296874999999972,0.8000289376824693,1.0
gpt-4o-mini,PTO,PCT_ChangeTalk,5,5.291666666666667,5.75,96,-0.4583333333333333,-0.10906083965445265,-1.3020833333333333,0.35442708333333195,0.8645923830392842,1.0
gpt-4o-mini,PTO,PCT_ChangeTalk,6,5.21875,6.15625,96,-0.9375,-0.24183881534681947,-1.6979166666666667,-0.20833333333333334,0.013591982066622613,0.1087358565329809
gpt-4o-mini,PTO,PCT_ChangeTalk,7,5.270833333333333,6.052083333333333,96,-0.78125,-0.15760268582173717,-1.8333333333333333,0.19791666666666666,0.13975000157968062,0.9782500110577643
gpt-4o-mini,PTO,PCT_ChangeTalk,8,5.09375,6.28125,96,-1.1875,-0.2671816774364277,-2.0625,-0.33307291666666805,0.0006815126227623855,0.0061336136048614695
gpt-4o-mini,PTO,PCT_ChangeTalk,9,4.958333333333333,7.291666666666667,96,-2.3333333333333335,-0.4486713746404225,-3.3752604166666664,-1.3020833333333333,4.590269446436803e-05,0.0004987321414940671
gpt-4o-mini,PTO,PCT_ChangeTalk,10,5.40625,8.21875,96,-2.8125,-0.4915079023608701,-3.9791666666666665,-1.6875,4.5339285590369733e-05,0.0004987321414940671
gpt-4o-mini,PTO,PCT_SustainTalk,0,5.989583333333333,6.333333333333333,96,-0.34375,-0.06117426569497113,-1.5104166666666667,0.7398437499999986,0.6826970395128446,1.0
gpt-4o-mini,PTO,PCT_SustainTalk,1,5.4375,5.604166666666667,96,-0.16666666666666666,-0.030389957899636874,-1.2604166666666667,0.8544270833333318,0.742027990173183,1.0
gpt-4o-mini,PTO,PCT_SustainTalk,2,5.916666666666667,5.5625,96,0.3541666666666667,0.07346391179891887,-0.6145833333333334,1.3020833333333333,0.10173473119590225,0.6104083871754135
gpt-4o-mini,PTO,PCT_SustainTalk,3,5.09375,4.625,96,0.46875,0.10884580240649118,-0.35442708333333334,1.260677083333332,0.6303940816080308,1.0
gpt-4o-mini,PTO,PCT_SustainTalk,4,4.770833333333333,4.395833333333333,96,0.375,0.09264425811065548,-0.40625,1.1252604166666653,0.08551890354998441,0.5986323248498909
gpt-4o-mini,PTO,PCT_SustainTalk,5,4.697916666666667,4.572916666666667,96,0.125,0.03132738352747778,-0.6877604166666667,0.9273437499999986,0.9412235613610875,1.0
gpt-4o-mini,PTO,PCT_SustainTalk,6,4.239583333333333,4.78125,96,-0.5416666666666666,-0.1733240896283787,-1.1877604166666667,0.02109374999999858,0.0535381034127317,0.4283048273018536
gpt-4o-mini,PTO,PCT_SustainTalk,7,4.552083333333333,4.020833333333333,96,0.53125,0.15980320497793266,-0.052083333333333336,1.229427083333332,0.38995713353492634,1.0
gpt-4o-mini,PTO,PCT_SustainTalk,8,3.84375,4.78125,96,-0.9375,-0.29777901486930747,-1.6044270833333334,-0.3333333333333333,0.0010618037280334693,0.009556233552301223
gpt-4o-mini,PTO,PCT_SustainTalk,9,3.3958333333333335,4.6875,96,-1.2916666666666667,-0.42347430740408076,-1.9481770833333334,-0.7291666666666666,8.032574710858415e-05,0.0008835832181944256
gpt-4o-mini,PTO,PCT_SustainTalk,10,3.53125,4.385416666666667,96,-0.8541666666666666,-0.3216477555417161,-1.4166666666666667,-0.3125,0.0002793312493998145,0.002793312493998145
gpt-4o-mini,PTO,PCT_Neutral,0,2.2395833333333335,2.40625,96,-0.16666666666666666,-0.06559372097910027,-0.6458333333333334,0.3541666666666667,0.6168206584680522,1.0
gpt-4o-mini,PTO,PCT_Neutral,1,2.09375,2.1458333333333335,96,-0.052083333333333336,-0.01805276938014942,-0.6770833333333334,0.4791666666666667,0.6296019460196078,1.0
gpt-4o-mini,PTO,PCT_Neutral,2,2.1875,1.9479166666666667,96,0.23958333333333334,0.11772041532182473,-0.16666666666666666,0.6458333333333334,0.24377722569992055,1.0
gpt-4o-mini,PTO,PCT_Neutral,3,1.7291666666666667,1.90625,96,-0.17708333333333334,-0.09225967738332455,-0.5520833333333334,0.1875,0.44537998149426405,1.0
gpt-4o-mini,PTO,PCT_Neutral,4,1.7083333333333333,1.5104166666666667,96,0.19791666666666666,0.12170267900130594,-0.125,0.5210937499999986,0.2668195545762231,1.0
gpt-4o-mini,PTO,PCT_Neutral,5,1.6145833333333333,1.5,96,0.11458333333333333,0.07304947886083958,-0.1875,0.4270833333333333,0.40676728260183215,1.0
gpt-4o-mini,PTO,PCT_Neutral,6,1.3854166666666667,1.6666666666666667,96,-0.28125,-0.21061515561376726,-0.5520833333333334,-0.030989583333334753,0.08160957009260016,0.6528765607408012
gpt-4o-mini,PTO,PCT_Neutral,7,1.5208333333333333,1.5625,96,-0.041666666666666664,-0.02947571333020222,-0.3333333333333333,0.22916666666666666,0.7652181301242297,1.0
gpt-4o-mini,PTO,PCT_Neutral,8,1.4270833333333333,1.7395833333333333,96,-0.3125,-0.18795063252497912,-0.6356770833333333,0.010416666666666666,0.01928852949477109,0.1735967654529398
gpt-4o-mini,PTO,PCT_Neutral,9,1.21875,1.7604166666666667,96,-0.5416666666666666,-0.36446570873838624,-0.8333333333333334,-0.25,0.0005713295016398052,0.006284624518037857
gpt-4o-mini,PTO,PCT_Neutral,10,1.2291666666666667,1.71875,96,-0.4895833333333333,-0.35767709890816,-0.7708333333333334,-0.20833333333333334,0.0010165668537978033,0.010165668537978033
gpt-4o-mini,PTO,PCT_BehaviorTotal,0,14.072916666666666,15.197916666666666,96,-1.125,-0.10555858029224573,-3.1567708333333333,0.96875,0.24762698270072436,1.0
gpt-4o-mini,PTO,PCT_BehaviorTotal,1,12.916666666666666,13.104166666666666,96,-0.1875,-0.018690457527539096,-2.1255208333333333,1.8130208333333304,0.9870812044307511,1.0
gpt-4o-mini,PTO,PCT_BehaviorTotal,2,13.802083333333334,13.229166666666666,96,0.5729166666666666,0.06441316223596628,-1.1565104166666667,2.3541666666666665,0.4858006691208412,1.0
gpt-4o-mini,PTO,PCT_BehaviorTotal,3,11.9375,12.708333333333334,96,-0.7708333333333334,-0.08149659038006193,-2.5421875,1.03125,0.5151608984154393,1.0
gpt-4o-mini,PTO,PCT_BehaviorTotal,4,11.916666666666666,11.416666666666666,96,0.5,0.06008760200630194,-1.0729166666666667,2.0833333333333335,0.39219479377912037,1.0
gpt-4o-mini,PTO,PCT_BehaviorTotal,5,11.604166666666666,11.822916666666666,96,-0.21875,-0.028460027444386363,-1.7713541666666666,1.3440104166666653,0.7441767968544106,1.0
gpt-4o-mini,PTO,PCT_BehaviorTotal,6,10.84375,12.604166666666666,96,-1.7604166666666667,-0.27477258021574846,-2.9791666666666665,-0.5729166666666666,0.007882550669975967,0.06306040535980774
gpt-4o-mini,PTO,PCT_BehaviorTotal,7,11.34375,11.635416666666666,96,-0.2916666666666667,-0.03970693459127892,-1.78125,1.1565104166666653,0.5741275415394085,1.0
gpt-4o-mini,PTO,PCT_BehaviorTotal,8,10.364583333333334,12.802083333333334,96,-2.4375,-0.35370396621948075,-3.8125,-1.083072916666668,5.638220643605638e-05,0.0005074398579245074
gpt-4o-mini,PTO,PCT_BehaviorTotal,9,9.572916666666666,13.739583333333334,96,-4.166666666666667,-0.6212511071358543,-5.520833333333333,-2.853645833333336,8.359692263969617e-08,9.195661490366579e-07
gpt-4o-mini,PTO,PCT_BehaviorTotal,10,10.166666666666666,14.322916666666666,96,-4.15625,-0.5490074432081964,-5.635416666666667,-2.687239583333335,1.9737996649918244e-06,1.9737996649918245e-05
gpt-4o-mini,GRPO,PCT_ChangeProp,0,0.48716028577614096,0.4707383425732757,96,0.016421943202865094,0.07141605396288182,-0.028528648695167788,0.062367440676279966,0.3209295212958708,0.9573744584654621
gpt-4o-mini,GRPO,PCT_ChangeProp,1,0.4806012272855682,0.4768613745855594,96,0.0037398527000088414,0.01787688324422572,-0.036652878383885035,0.04646688263379922,0.735249483670841,0.9573744584654621
gpt-4o-mini,GRPO,PCT_ChangeProp,2,0.5032057789563216,0.5148368634165953,96,-0.0116310844602737,-0.04835535427360004,-0.059942315670999016,0.035998754475552217,0.31912481948848737,0.9573744584654621
gpt-4o-mini,GRPO,PCT_ChangeProp,3,0.5436435314277848,0.5795232014421593,96,-0.035879670014374386,-0.20071128210407635,-0.07148400386258096,-0.0007947252137540225,0.01764274358856231,0.07057097435424924
gpt-4o-mini,GRPO,PCT_ChangeProp,4,0.551769948550618,0.6137562707800542,96,-0.06198632222943621,-0.321200033449908,-0.10098148801455732,-0.024699391151031785,0.002230042228047965,0.013380253368287789
gpt-4o-mini,GRPO,PCT_ChangeProp,5,0.5222830607215282,0.5782141979752274,96,-0.05593113725369917,-0.3093732097154723,-0.09390778998872071,-0.019493301347077004,0.0033783495791212675,0.016891747895606338
gpt-4o-mini,GRPO,PCT_GlobalMean,0,3.100694444444444,3.0381944444444446,96,0.062499999999999965,0.08806705124641945,-0.07986111111111112,0.20833333333333326,0.5716364603562105,0.6700963916283145
gpt-4o-mini,GRPO,PCT_GlobalMean,1,3.090277777777778,3.1736111111111107,96,-0.08333333333333336,-0.1123965245165715,-0.23263888888888892,0.06944444444444438,0.09898837628290554,0.2969651288487166
gpt-4o-mini,GRPO,PCT_GlobalMean,2,3.1909722222222228,3.2708333333333335,96,-0.0798611111111111,-0.0990787333800989,-0.2395833333333333,0.0798611111111111,0.33504819581415723,0.6700963916283145
gpt-4o-mini,GRPO,PCT_GlobalMean,3,3.375,3.5208333333333335,96,-0.1458333333333334,-0.22120115937652557,-0.28125000000000006,-0.01388888888888895,0.005759826181015576,0.023039304724062303
gpt-4o-mini,GRPO,PCT_GlobalMean,4,3.309027777777778,3.5868055555555554,96,-0.27777777777777785,-0.44487826050130475,-0.3993923611111112,-0.1527777777777778,1.4758710194446305e-05,8.855226116667783e-05
gpt-4o-mini,GRPO,PCT_GlobalMean,5,3.2534722222222228,3.4861111111111107,96,-0.23263888888888887,-0.35257709537147836,-0.37152777777777773,-0.10416666666666667,0.001729892816633231,0.008649464083166155
gpt-4o-mini,GRPO,PCT_Importance,0,3.40625,3.3229166666666665,96,0.08333333333333333,0.09119115269878,-0.09375,0.2708333333333333,0.32206279779717983,0.9661883933915395
gpt-4o-mini,GRPO,PCT_Importance,1,3.3958333333333335,3.46875,96,-0.07291666666666667,-0.08715891272058947,-0.23958333333333334,0.09375,0.34969051027828457,0.9661883933915395
gpt-4o-mini,GRPO,PCT_Importance,2,3.4583333333333335,3.5208333333333335,96,-0.0625,-0.07005015912464746,-0.23984375,0.11458333333333333,0.49017017211587843,0.9661883933915395
gpt-4o-mini,GRPO,PCT_Importance,3,3.625,3.7708333333333335,96,-0.14583333333333334,-0.183566669798276,-0.3125,0.010677083333331911,0.09340270011199411,0.37361080044797645
gpt-4o-mini,GRPO,PCT_Importance,4,3.4895833333333335,3.8020833333333335,96,-0.3125,-0.41211279587236693,-0.4583333333333333,-0.15625,0.00015971627447583425,0.0009582976468550054
gpt-4o-mini,GRPO,PCT_Importance,5,3.4270833333333335,3.6770833333333335,96,-0.25,-0.3145764348029479,-0.4166666666666667,-0.09375,0.0025144210855472158,0.01257210542773608
gpt-4o-mini,GRPO,PCT_Confidence,0,2.7604166666666665,2.7291666666666665,96,0.03125,0.0547884062928021,-0.08333333333333333,0.14609374999999858,0.590013887163346,0.590013887163346
gpt-4o-mini,GRPO,PCT_Confidence,1,2.7604166666666665,2.84375,96,-0.08333333333333333,-0.13664327150576694,-0.20833333333333334,0.041666666666666664,0.18410860501131976,0.41694738087955663
gpt-4o-mini,GRPO,PCT_Confidence,2,2.8229166666666665,2.9166666666666665,96,-0.09375,-0.1519642352046396,-0.21875,0.03125,0.13898246029318553,0.41694738087955663
gpt-4o-mini,GRPO,PCT_Confidence,3,3.0,3.1041666666666665,96,-0.10416666666666667,-0.2032276425096307,-0.20833333333333334,-0.010416666666666666,0.04986020375690691,0.19944081502762764
gpt-4o-mini,GRPO,PCT_Confidence,4,2.9479166666666665,3.1458333333333335,96,-0.19791666666666666,-0.3839751157703902,-0.3020833333333333,-0.09375,0.0004183778458646427,0.002510267075187856
gpt-4o-mini,GRPO,PCT_Confidence,5,2.9375,3.09375,96,-0.15625,-0.2750567544067047,-0.28125,-0.041666666666666664,0.009023438818080326,0.04511719409040163
gpt-4o-mini,GRPO,PCT_Readiness,0,3.1354166666666665,3.0625,96,0.07291666666666667,0.07471181988201911,-0.11458333333333333,0.2708333333333333,0.38469502588810556,0.9889512564614549
gpt-4o-mini,GRPO,PCT_Readiness,1,3.1145833333333335,3.2083333333333335,96,-0.09375,-0.08953449973426035,-0.3020833333333333,0.11458333333333333,0.32965041882048496,0.9889512564614549
gpt-4o-mini,GRPO,PCT_Readiness,2,3.2916666666666665,3.375,96,-0.08333333333333333,-0.07255164460404584,-0.3125,0.14583333333333334,0.4847162894809298,0.9889512564614549
gpt-4o-mini,GRPO,PCT_Readiness,3,3.5,3.6875,96,-0.1875,-0.20610225594255513,-0.375,0.0,0.0625519995853162,0.2502079983412648
gpt-4o-mini,GRPO,PCT_Readiness,4,3.4895833333333335,3.8125,96,-0.3229166666666667,-0.3634559585820166,-0.5,-0.14583333333333334,0.0006039646835874159,0.003623788101524495
gpt-4o-mini,GRPO,PCT_Readiness,5,3.3958333333333335,3.6875,96,-0.2916666666666667,-0.3354174022319518,-0.46875,-0.11458333333333333,0.0014933861857143113,0.0074669309285715565
gpt-4o-mini,GRPO,PCT_ChangeTalk,0,6.28125,5.385416666666667,96,0.8958333333333334,0.158703242285888,-0.22916666666666666,2.0106770833333316,0.1413774658902784,0.5735580887366759
gpt-4o-mini,GRPO,PCT_ChangeTalk,1,5.177083333333333,5.864583333333333,96,-0.6875,-0.13699262483499564,-1.6565104166666667,0.34401041666666526,0.11471161774733518,0.5735580887366759
gpt-4o-mini,GRPO,PCT_ChangeTalk,2,6.59375,6.40625,96,0.1875,0.03360972448076254,-0.9791666666666666,1.3020833333333333,0.6060075143767637,0.8544481303584819
gpt-4o-mini,GRPO,PCT_ChangeTalk,3,5.875,6.6875,96,-0.8125,-0.18600781427653237,-1.6979166666666667,0.08333333333333333,0.21960919260117473,0.6588275778035242
gpt-4o-mini,GRPO,PCT_ChangeTalk,4,6.229166666666667,6.6875,96,-0.4583333333333333,-0.08999897905173528,-1.4067708333333333,0.6148437499999986,0.42722406517924094,0.8544481303584819
gpt-4o-mini,GRPO,PCT_ChangeTalk,5,5.885416666666667,5.322916666666667,96,0.5625,0.1541103500742244,-0.15651041666666665,1.2916666666666667,0.08571597737942471,0.5142958642765483
gpt-4o-mini,GRPO,PCT_SustainTalk,0,5.96875,6.177083333333333,96,-0.20833333333333334,-0.04185358954525809,-1.1666666666666667,0.7916666666666666,0.5064348763064352,0.7655678939605715
gpt-4o-mini,GRPO,PCT_SustainTalk,1,5.416666666666667,6.1875,96,-0.7708333333333334,-0.15029439407684764,-1.86484375,0.23958333333333334,0.16122376916476677,0.4836713074943003
gpt-4o-mini,GRPO,PCT_SustainTalk,2,6.427083333333333,6.09375,96,0.3333333333333333,0.06694441622470379,-0.6669270833333333,1.3541666666666667,0.10106279790438194,0.40425119161752776
gpt-4o-mini,GRPO,PCT_SustainTalk,3,5.90625,5.677083333333333,96,0.22916666666666666,0.055824293556849335,-0.6041666666666666,1.09375,0.3827839469802857,0.7655678939605715
gpt-4o-mini,GRPO,PCT_SustainTalk,4,6.375,4.46875,96,1.90625,0.4584948063913794,1.07265625,2.78125,0.0001413368507469079,0.0007066842537345394
gpt-4o-mini,GRPO,PCT_SustainTalk,5,6.90625,4.5,96,2.40625,0.5138562302328878,1.5309895833333333,3.344010416666665,1.2340119835447884e-06,7.404071901268731e-06
gpt-4o-mini,GRPO,PCT_Neutral,0,2.0625,2.4895833333333335,96,-0.4270833333333333,-0.17001357735512945,-0.9375,0.08333333333333333,0.14997537084034918,0.5999014833613967
gpt-4o-mini,GRPO,PCT_Neutral,1,2.2083333333333335,1.9479166666666667,96,0.2604166666666667,0.12620510059858128,-0.15625,0.65625,0.2655770498479392,0.7967311495438175
gpt-4o-mini,GRPO,PCT_Neutral,2,2.5208333333333335,2.2916666666666665,96,0.22916666666666666,0.09786147463784854,-0.23984375,0.6875,0.3808480519685181,0.7967311495438175
gpt-4o-mini,GRPO,PCT_Neutral,3,2.0208333333333335,2.1354166666666665,96,-0.11458333333333333,-0.060063232659320565,-0.5,0.28125,0.4215751433389535,0.7967311495438175
gpt-4o-mini,GRPO,PCT_Neutral,4,2.625,1.7291666666666667,96,0.8958333333333334,0.3660570617932536,0.4270833333333333,1.3960937499999986,0.000869236467174472,0.00434618233587236
