judge,arm,iteration,n,Task,Task_gain,Goal,Goal_gain,Bond,Bond_gain,bond_excess,bond_excess_gain,WAI_total,WAI_total_gain
gpt-4o-mini,PTO_LA5,5,96,3.2864583333333335,0.5729166666666666,3.140625,0.546875,3.65625,0.5052083333333334,0.4427083333333333,-0.0546875,3.3611111111111107,0.5416666666666666
gpt-4o-mini,PTO_LA5,6,96,3.2916666666666665,0.578125,3.1536458333333335,0.5598958333333334,3.6640625,0.5130208333333334,0.44140625,-0.055989583333333336,3.3697916666666665,0.5503472222222222
gpt-4o-mini,PTO_LA5,7,96,3.2916666666666665,0.578125,3.140625,0.546875,3.6666666666666665,0.515625,0.4505208333333333,-0.046875,3.366319444444444,0.546875
gpt-4o-mini,PTO_LA5,8,96,3.3203125,0.6067708333333334,3.1875,0.59375,3.6901041666666665,0.5390625,0.4361979166666667,-0.061197916666666664,3.3993055555555554,0.579861111111111
gpt-4o-mini,PTO_LA5,9,96,3.4270833333333335,0.7135416666666666,3.2734375,0.6796875,3.7942708333333335,0.6432291666666666,0.4440104166666667,-0.053385416666666664,3.4982638888888893,0.6788194444444443
gpt-4o-mini,PTO_LA5,10,96,3.5208333333333335,0.8072916666666666,3.3098958333333335,0.7161458333333334,3.7760416666666665,0.625,0.3606770833333333,-0.13671875,3.5355902777777772,0.7161458333333334
gpt-4o-mini,GRPO_LA0,0,96,2.7994791666666665,0.0,2.6979166666666665,0.0,3.171875,0.0,0.4231770833333333,0.0,2.889756944444444,0.0
gpt-4o-mini,GRPO_LA0,1,96,2.8411458333333335,0.041666666666666664,2.7760416666666665,0.078125,3.3098958333333335,0.13802083333333334,0.5013020833333334,0.078125,2.975694444444444,0.0859375
gpt-4o-mini,GRPO_LA0,2,96,2.8515625,0.052083333333333336,2.8203125,0.12239583333333333,3.3411458333333335,0.16927083333333334,0.5052083333333334,0.08203125,3.004340277777778,0.11458333333333333
gpt-4o-mini,GRPO_LA0,3,96,3.1875,0.3880208333333333,3.125,0.4270833333333333,3.5911458333333335,0.4192708333333333,0.4348958333333333,0.01171875,3.3012152777777772,0.4114583333333333
gpt-4o-mini,GRPO_LA0,4,96,3.1692708333333335,0.3697916666666667,3.1015625,0.4036458333333333,3.6041666666666665,0.4322916666666667,0.46875,0.045572916666666664,3.2916666666666665,0.4019097222222223
gpt-4o-mini,GRPO_LA0,5,96,3.078125,0.2786458333333333,2.9713541666666665,0.2734375,3.5755208333333335,0.4036458333333333,0.55078125,0.12760416666666666,3.2083333333333335,0.3185763888888889
gpt-4o-mini,GRPO_LA0,6,96,3.1354166666666665,0.3359375,3.1015625,0.4036458333333333,3.6536458333333335,0.4817708333333333,0.53515625,0.11197916666666667,3.296875,0.4071180555555555
gpt-4o-mini,GRPO_LA0,7,96,3.1692708333333335,0.3697916666666667,3.0703125,0.3723958333333333,3.7135416666666665,0.5416666666666666,0.59375,0.17057291666666666,3.3177083333333335,0.42795138888888884
gpt-4o-mini,GRPO_LA0,8,96,3.2317708333333335,0.4322916666666667,3.0963541666666665,0.3984375,3.7942708333333335,0.6223958333333334,0.6302083333333334,0.20703125,3.374131944444444,0.484375
gpt-4o-mini,GRPO_LA0,9,96,2.875,0.07552083333333333,2.796875,0.09895833333333333,3.59375,0.421875,0.7578125,0.3346354166666667,3.0885416666666665,0.19878472222222224
gpt-4o-mini,GRPO_LA0,10,96,3.3385416666666665,0.5390625,3.1536458333333335,0.4557291666666667,3.8229166666666665,0.6510416666666666,0.5768229166666666,0.15364583333333334,3.4383680555555554,0.5486111111111112
gpt-4o-mini,GRPO_LA5,0,96,2.7317708333333335,0.0,2.6302083333333335,0.0,3.2083333333333335,0.0,0.52734375,0.0,2.8567708333333335,0.0
gpt-4o-mini,GRPO_LA5,1,96,2.8307291666666665,0.09895833333333333,2.75,0.11979166666666667,3.3098958333333335,0.1015625,0.51953125,-0.0078125,2.9635416666666665,0.10677083333333331
gpt-4o-mini,GRPO_LA5,2,96,2.9401041666666665,0.20833333333333334,2.84375,0.21354166666666666,3.3489583333333335,0.140625,0.45703125,-0.0703125,3.0442708333333335,0.1875
gpt-4o-mini,GRPO_LA5,3,96,3.2265625,0.4947916666666667,3.140625,0.5104166666666666,3.59375,0.3854166666666667,0.41015625,-0.1171875,3.3203125,0.4635416666666667
gpt-4o-mini,GRPO_LA5,4,96,3.3958333333333335,0.6640625,3.2265625,0.5963541666666666,3.7005208333333335,0.4921875,0.3893229166666667,-0.13802083333333334,3.440972222222222,0.5842013888888888
gpt-4o-mini,GRPO_LA5,5,96,3.3932291666666665,0.6614583333333334,3.265625,0.6354166666666666,3.7317708333333335,0.5234375,0.40234375,-0.125,3.4635416666666674,0.6067708333333334
claude-haiku-4-5,PTO_LA0,0,96,2.2083333333333335,0.0,1.8802083333333333,0.0,2.2630208333333335,0.0,0.21875,0.0,2.1171875,0.0
claude-haiku-4-5,PTO_LA0,1,96,2.4244791666666665,0.21614583333333334,2.0859375,0.20572916666666666,2.5234375,0.2604166666666667,0.2682291666666667,0.049479166666666664,2.3446180555555554,0.22743055555555555
claude-haiku-4-5,PTO_LA0,2,96,2.5885416666666665,0.3802083333333333,2.2135416666666665,0.3333333333333333,2.5807291666666665,0.3177083333333333,0.1796875,-0.0390625,2.4609375,0.34375
claude-haiku-4-5,PTO_LA0,3,96,2.6927083333333335,0.484375,2.390625,0.5104166666666666,2.7239583333333335,0.4609375,0.18229166666666666,-0.036458333333333336,2.6024305555555554,0.4852430555555556
claude-haiku-4-5,PTO_LA0,4,96,2.8697916666666665,0.6614583333333334,2.5494791666666665,0.6692708333333334,2.8489583333333335,0.5859375,0.13932291666666666,-0.07942708333333333,2.7560763888888893,0.638888888888889
claude-haiku-4-5,PTO_LA0,5,96,2.8229166666666665,0.6145833333333334,2.6276041666666665,0.7473958333333334,2.921875,0.6588541666666666,0.19661458333333334,-0.022135416666666668,2.790798611111111,0.673611111111111
claude-haiku-4-5,PTO_LA0,6,96,2.9140625,0.7057291666666666,2.6484375,0.7682291666666666,2.984375,0.7213541666666666,0.203125,-0.015625,2.8489583333333335,0.7317708333333334
claude-haiku-4-5,PTO_LA0,7,96,2.8671875,0.6588541666666666,2.6536458333333335,0.7734375,3.078125,0.8151041666666666,0.3177083333333333,0.09895833333333333,2.8663194444444446,0.7491319444444445
claude-haiku-4-5,PTO_LA0,8,96,2.8828125,0.6744791666666666,2.6536458333333335,0.7734375,3.1119791666666665,0.8489583333333334,0.34375,0.125,2.8828125,0.765625
claude-haiku-4-5,PTO_LA0,9,96,2.9765625,0.7682291666666666,2.6796875,0.7994791666666666,3.1770833333333335,0.9140625,0.3489583333333333,0.13020833333333334,2.944444444444444,0.8272569444444443
claude-haiku-4-5,PTO_LA0,10,96,2.9401041666666665,0.7317708333333334,2.7317708333333335,0.8515625,3.1927083333333335,0.9296875,0.3567708333333333,0.13802083333333334,2.9548611111111107,0.8376736111111112
claude-haiku-4-5,PTO_LA5,0,96,2.2239583333333335,0.0,1.8854166666666667,0.0,2.3385416666666665,0.0,0.2838541666666667,0.0,2.1493055555555554,0.0
claude-haiku-4-5,PTO_LA5,1,96,2.3567708333333335,0.1328125,1.9869791666666667,0.1015625,2.3932291666666665,0.0546875,0.22135416666666666,-0.0625,2.2456597222222223,0.09635416666666667
claude-haiku-4-5,PTO_LA5,2,96,2.4895833333333335,0.265625,2.1692708333333335,0.2838541666666667,2.578125,0.23958333333333334,0.24869791666666666,-0.03515625,2.412326388888889,0.2630208333333333
claude-haiku-4-5,PTO_LA5,3,96,2.6875,0.4635416666666667,2.3177083333333335,0.4322916666666667,2.6927083333333335,0.3541666666666667,0.19010416666666666,-0.09375,2.5659722222222223,0.4166666666666667
claude-haiku-4-5,PTO_LA5,4,96,2.8984375,0.6744791666666666,2.4401041666666665,0.5546875,2.8229166666666665,0.484375,0.15364583333333334,-0.13020833333333334,2.720486111111111,0.5711805555555556
claude-haiku-4-5,PTO_LA5,5,96,2.875,0.6510416666666666,2.5807291666666665,0.6953125,2.8515625,0.5130208333333334,0.12369791666666667,-0.16015625,2.769097222222222,0.6197916666666666
claude-haiku-4-5,PTO_LA5,6,96,2.9036458333333335,0.6796875,2.546875,0.6614583333333334,2.8020833333333335,0.4635416666666667,0.07682291666666667,-0.20703125,2.750868055555556,0.6015625
claude-haiku-4-5,PTO_LA5,7,96,2.9895833333333335,0.765625,2.578125,0.6927083333333334,2.8567708333333335,0.5182291666666666,0.07291666666666667,-0.2109375,2.8081597222222228,0.6588541666666666
claude-haiku-4-5,PTO_LA5,8,96,2.953125,0.7291666666666666,2.6432291666666665,0.7578125,2.9270833333333335,0.5885416666666666,0.12890625,-0.15494791666666666,2.8411458333333335,0.6918402777777777
claude-haiku-4-5,PTO_LA5,9,96,2.984375,0.7604166666666666,2.7265625,0.8411458333333334,2.9635416666666665,0.625,0.10807291666666667,-0.17578125,2.891493055555556,0.7421875
claude-haiku-4-5,PTO_LA5,10,96,3.0104166666666665,0.7864583333333334,2.6328125,0.7473958333333334,2.9088541666666665,0.5703125,0.08723958333333333,-0.19661458333333334,2.8506944444444446,0.7013888888888888
claude-haiku-4-5,GRPO_LA0,0,96,2.3151041666666665,0.0,1.9713541666666667,0.0,2.3802083333333335,0.0,0.23697916666666666,0.0,2.222222222222222,0.0
claude-haiku-4-5,GRPO_LA0,1,96,2.4635416666666665,0.1484375,2.1432291666666665,0.171875,2.5234375,0.14322916666666666,0.22005208333333334,-0.016927083333333332,2.376736111111111,0.1545138888888889
claude-haiku-4-5,GRPO_LA0,2,96,2.4947916666666665,0.1796875,2.2552083333333335,0.2838541666666667,2.5885416666666665,0.20833333333333334,0.21354166666666666,-0.0234375,2.4461805555555554,0.22395833333333334
claude-haiku-4-5,GRPO_LA0,3,96,2.8723958333333335,0.5572916666666666,2.7369791666666665,0.765625,2.9635416666666665,0.5833333333333334,0.15885416666666666,-0.078125,2.857638888888889,0.6354166666666666
claude-haiku-4-5,GRPO_LA0,4,96,2.8046875,0.4895833333333333,2.6223958333333335,0.6510416666666666,2.9114583333333335,0.53125,0.19791666666666666,-0.0390625,2.779513888888889,0.5572916666666666
claude-haiku-4-5,GRPO_LA0,5,96,2.7083333333333335,0.3932291666666667,2.5364583333333335,0.5651041666666666,2.8567708333333335,0.4765625,0.234375,-0.0026041666666666665,2.7005208333333335,0.47829861111111116
claude-haiku-4-5,GRPO_LA0,6,96,2.625,0.3098958333333333,2.5494791666666665,0.578125,2.9296875,0.5494791666666666,0.3424479166666667,0.10546875,2.7013888888888893,0.47916666666666674
claude-haiku-4-5,GRPO_LA0,7,96,2.7578125,0.4427083333333333,2.6510416666666665,0.6796875,3.015625,0.6354166666666666,0.3111979166666667,0.07421875,2.808159722222222,0.5859375
claude-haiku-4-5,GRPO_LA0,8,96,2.8229166666666665,0.5078125,2.6875,0.7161458333333334,3.1744791666666665,0.7942708333333334,0.4192708333333333,0.18229166666666666,2.8949652777777772,0.6727430555555557
claude-haiku-4-5,GRPO_LA0,9,96,2.2369791666666665,-0.078125,1.9817708333333333,0.010416666666666666,2.7916666666666665,0.4114583333333333,0.6822916666666666,0.4453125,2.3368055555555554,0.11458333333333337
claude-haiku-4-5,GRPO_LA0,10,96,2.640625,0.3255208333333333,2.2786458333333335,0.3072916666666667,3.0885416666666665,0.7083333333333334,0.62890625,0.3919270833333333,2.6692708333333335,0.447048611111111
claude-haiku-4-5,GRPO_LA5,0,96,2.265625,0.0,1.8776041666666667,0.0,2.3515625,0.0,0.2799479166666667,0.0,2.164930555555556,0.0
claude-haiku-4-5,GRPO_LA5,1,96,2.4140625,0.1484375,2.0963541666666665,0.21875,2.4140625,0.0625,0.15885416666666666,-0.12109375,2.3081597222222223,0.14322916666666666
claude-haiku-4-5,GRPO_LA5,2,96,2.5,0.234375,2.234375,0.3567708333333333,2.5807291666666665,0.22916666666666666,0.21354166666666666,-0.06640625,2.4383680555555554,0.27343749999999994
claude-haiku-4-5,GRPO_LA5,3,96,2.9088541666666665,0.6432291666666666,2.5833333333333335,0.7057291666666666,2.8229166666666665,0.4713541666666667,0.07682291666666667,-0.203125,2.7717013888888893,0.6067708333333334
claude-haiku-4-5,GRPO_LA5,4,96,3.0052083333333335,0.7395833333333334,2.6276041666666665,0.75,2.921875,0.5703125,0.10546875,-0.17447916666666666,2.8515625,0.6866319444444443
claude-haiku-4-5,GRPO_LA5,5,96,2.9505208333333335,0.6848958333333334,2.5989583333333335,0.7213541666666666,2.8802083333333335,0.5286458333333334,0.10546875,-0.17447916666666666,2.8098958333333335,0.6449652777777778
