contrast,arm_a,arm_b,select_judge,eval_judge,honest_selection,budget_gpu_h,best_iter_a,best_iter_b,model_a,model_b,mean_a,mean_b,n,mean_delta,dz,ci_lo,ci_hi,p,p_holm,delta_K0_minus_K5,dz_K0_minus_K5
PTO_K,PTO_LA5,PTO_LA0,gpt-4o-mini,claude-haiku-4-5,True,4.64,2,4,PTOExp3_LA5_I2,PTOExp3_LA0_I4,2.063112745098039,2.6804534313725488,96,-0.6173406862745098,-0.943110932653191,-0.7493933823529412,-0.49239583333333337,1.119059631340822e-12,1.0071536682067397e-11,0.6173406862745098,0.943110932653191
PTO_K,PTO_LA5,PTO_LA0,gpt-4o-mini,claude-haiku-4-5,True,7.25,3,8,PTOExp3_LA5_I3,PTOExp3_LA0_I8,2.3499387254901962,2.8954656862745094,96,-0.5455269607843137,-0.7591559885779544,-0.6905652573529412,-0.40530943627450994,1.3087758109671782e-10,1.0470206487737426e-09,0.5455269607843137,0.7591559885779544
PTO_K,PTO_LA5,PTO_LA0,gpt-4o-mini,claude-haiku-4-5,True,8.94,4,10,PTOExp3_LA5_I4,PTOExp3_LA0_I10,2.5573529411764704,2.866053921568627,96,-0.3087009803921569,-0.5738321128651408,-0.4172794117647059,-0.20299785539215692,1.2979780407284831e-06,7.787868244370899e-06,0.3087009803921569,0.5738321128651408
PTO_K,PTO_LA5,PTO_LA0,gpt-4o-mini,claude-haiku-4-5,True,10.0,5,10,PTOExp3_LA5_I5,PTOExp3_LA0_I10,2.578799019607843,2.866053921568627,96,-0.28725490196078435,-0.5855177812270903,-0.3886672794117647,-0.1931939338235295,4.0962830191209786e-07,2.867398113384685e-06,0.28725490196078435,0.5855177812270903
PTO_K,PTO_LA5,PTO_LA0,gpt-4o-mini,claude-haiku-4-5,True,12.7,5,10,PTOExp3_LA5_I5,PTOExp3_LA0_I10,2.578799019607843,2.866053921568627,96,-0.28725490196078435,-0.5855177812270903,-0.3886672794117647,-0.1931939338235295,4.0962830191209786e-07,2.867398113384685e-06,0.28725490196078435,0.5855177812270903
PTO_K,PTO_LA5,PTO_LA0,gpt-4o-mini,claude-haiku-4-5,True,14.6,7,10,PTOExp3_LA5_I7,PTOExp3_LA0_I10,2.7352941176470584,2.866053921568627,96,-0.13075980392156866,-0.26405000112122856,-0.2292294730392157,-0.03196691176470597,0.011563925563653876,0.046255702254615505,0.13075980392156866,0.26405000112122856
PTO_K,PTO_LA5,PTO_LA0,gpt-4o-mini,claude-haiku-4-5,True,16.17,8,10,PTOExp3_LA5_I8,PTOExp3_LA0_I10,2.7096813725490194,2.866053921568627,96,-0.15637254901960793,-0.27211292541670595,-0.2682092524509805,-0.04344056372549026,0.003481435658177497,0.017407178290887487,0.15637254901960793,0.27211292541670595
PTO_K,PTO_LA5,PTO_LA0,gpt-4o-mini,claude-haiku-4-5,True,18.03,9,10,PTOExp3_LA5_I9,PTOExp3_LA0_I10,2.733639705882353,2.866053921568627,96,-0.13241421568627454,-0.21005516333685403,-0.2628737745098039,-0.008821997549019635,0.07057586989899683,0.07057586989899683,0.13241421568627454,0.21005516333685403
PTO_K,PTO_LA5,PTO_LA0,gpt-4o-mini,claude-haiku-4-5,True,19.68,10,10,PTOExp3_LA5_I10,PTOExp3_LA0_I10,2.666973039215686,2.866053921568627,96,-0.1990808823529412,-0.30781875524334984,-0.3315732230392157,-0.06844209558823533,0.032362563631031745,0.06472512726206349,0.1990808823529412,0.30781875524334984
PTO_K,PTO_LA5,PTO_LA0,claude-haiku-4-5,gpt-4o-mini,True,2.17,1,2,PTOExp3_LA5_I1,PTOExp3_LA0_I2,3.180759803921569,3.466299019607843,96,-0.28553921568627455,-0.2989998423160683,-0.48513633578431375,-0.08662530637254913,0.01139440803520902,0.02278881607041804,0.28553921568627455,0.2989998423160683
PTO_K,PTO_LA5,PTO_LA0,claude-haiku-4-5,gpt-4o-mini,True,4.64,2,4,PTOExp3_LA5_I2,PTOExp3_LA0_I4,3.308026960784314,4.0075980392156865,96,-0.6995710784313726,-0.805295735402994,-0.8706495098039214,-0.5281311274509808,5.1180905848014924e-11,2.5590452924007463e-10,0.6995710784313726,0.805295735402994
PTO_K,PTO_LA5,PTO_LA0,claude-haiku-4-5,gpt-4o-mini,True,7.25,3,8,PTOExp3_LA5_I3,PTOExp3_LA0_I8,3.674203431372549,4.220649509803922,96,-0.5464460784313726,-0.7322910070382648,-0.7025168504901961,-0.40477481617647065,1.5835790193254404e-11,9.501474115952641e-11,0.5464460784313726,0.7322910070382648
PTO_K,PTO_LA5,PTO_LA0,claude-haiku-4-5,gpt-4o-mini,True,8.94,4,9,PTOExp3_LA5_I4,PTOExp3_LA0_I9,3.8879901960784315,4.238419117647059,96,-0.3504289215686274,-0.5889428853493966,-0.4756770833333334,-0.2379227941176471,1.3900556006800021e-09,5.5602224027200085e-09,0.3504289215686274,0.5889428853493966
PTO_K,PTO_LA5,PTO_LA0,claude-haiku-4-5,gpt-4o-mini,True,10.0,5,9,PTOExp3_LA5_I5,PTOExp3_LA0_I9,4.016544117647059,4.238419117647059,96,-0.22187500000000002,-0.4313907388239469,-0.3267371323529412,-0.12370710784313733,1.9479978543965483e-05,5.843993563189645e-05,0.22187500000000002,0.4313907388239469
PTO_K,PTO_LA5,PTO_LA0,claude-haiku-4-5,gpt-4o-mini,True,12.7,5,9,PTOExp3_LA5_I5,PTOExp3_LA0_I9,4.016544117647059,4.238419117647059,96,-0.22187500000000002,-0.4313907388239469,-0.3267371323529412,-0.12370710784313733,1.9479978543965483e-05,5.843993563189645e-05,0.22187500000000002,0.4313907388239469
PTO_K,PTO_LA5,PTO_LA0,claude-haiku-4-5,gpt-4o-mini,True,14.6,7,9,PTOExp3_LA5_I7,PTOExp3_LA0_I9,4.085416666666666,4.238419117647059,96,-0.15300245098039222,-0.26687884118977034,-0.2642371323529412,-0.045579044117647106,0.016529803417905057,0.02278881607041804,0.15300245098039222,0.26687884118977034
PTO_K,PTO_LA5,PTO_LA0,claude-haiku-4-5,gpt-4o-mini,True,16.17,7,9,PTOExp3_LA5_I7,PTOExp3_LA0_I9,4.085416666666666,4.238419117647059,96,-0.15300245098039222,-0.26687884118977034,-0.2642371323529412,-0.045579044117647106,0.016529803417905057,0.02278881607041804,0.15300245098039222,0.26687884118977034
PTO_K,PTO_LA5,PTO_LA0,claude-haiku-4-5,gpt-4o-mini,True,18.03,7,9,PTOExp3_LA5_I7,PTOExp3_LA0_I9,4.085416666666666,4.238419117647059,96,-0.15300245098039222,-0.26687884118977034,-0.2642371323529412,-0.045579044117647106,0.016529803417905057,0.02278881607041804,0.15300245098039222,0.26687884118977034
PTO_K,PTO_LA5,PTO_LA0,claude-haiku-4-5,gpt-4o-mini,True,19.68,7,9,PTOExp3_LA5_I7,PTOExp3_LA0_I9,4.085416666666666,4.238419117647059,96,-0.15300245098039222,-0.26687884118977034,-0.2642371323529412,-0.045579044117647106,0.016529803417905057,0.02278881607041804,0.15300245098039222,0.26687884118977034
PTO_K,PTO_LA5,PTO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,2.17,1,2,PTOExp3_LA5_I1,PTOExp3_LA0_I2,2.011519607843137,2.199203431372549,96,-0.1876838235294118,-0.2588243196938318,-0.32967064950980396,-0.04624693627450984,0.014705228583683214,0.014705228583683214,0.1876838235294118,0.2588243196938318
PTO_K,PTO_LA5,PTO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,4.64,2,4,PTOExp3_LA5_I2,PTOExp3_LA0_I4,2.063112745098039,2.6804534313725488,96,-0.6173406862745098,-0.943110932653191,-0.7493933823529412,-0.49239583333333337,1.119059631340822e-12,6.714357788044932e-12,0.6173406862745098,0.943110932653191
PTO_K,PTO_LA5,PTO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,7.25,3,8,PTOExp3_LA5_I3,PTOExp3_LA0_I8,2.3499387254901962,2.8954656862745094,96,-0.5455269607843137,-0.7591559885779544,-0.6905652573529412,-0.40530943627450994,1.3087758109671782e-10,6.543879054835891e-10,0.5455269607843137,0.7591559885779544
PTO_K,PTO_LA5,PTO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,8.94,4,9,PTOExp3_LA5_I4,PTOExp3_LA0_I9,2.5573529411764704,2.9210784313725493,96,-0.3637254901960784,-0.6137437546906763,-0.4816881127450981,-0.25153033088235294,2.2638963980072242e-07,6.791689194021672e-07,0.3637254901960784,0.6137437546906763
PTO_K,PTO_LA5,PTO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,10.0,5,9,PTOExp3_LA5_I5,PTOExp3_LA0_I9,2.578799019607843,2.9210784313725493,96,-0.3422794117647059,-0.7378325264021073,-0.4381816789215686,-0.24785845588235333,2.502428320432542e-09,1.0009713281730167e-08,0.3422794117647059,0.7378325264021073
PTO_K,PTO_LA5,PTO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,12.7,5,9,PTOExp3_LA5_I5,PTOExp3_LA0_I9,2.578799019607843,2.9210784313725493,96,-0.3422794117647059,-0.7378325264021073,-0.4381816789215686,-0.24785845588235333,2.502428320432542e-09,1.0009713281730167e-08,0.3422794117647059,0.7378325264021073
PTO_K,PTO_LA5,PTO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,14.6,7,9,PTOExp3_LA5_I7,PTOExp3_LA0_I9,2.7352941176470584,2.9210784313725493,96,-0.18578431372549023,-0.32275340175977657,-0.3005897671568628,-0.07195925245098062,0.005419597270861172,0.010839194541722344,0.18578431372549023,0.32275340175977657
PTO_K,PTO_LA5,PTO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,16.17,7,9,PTOExp3_LA5_I7,PTOExp3_LA0_I9,2.7352941176470584,2.9210784313725493,96,-0.18578431372549023,-0.32275340175977657,-0.3005897671568628,-0.07195925245098062,0.005419597270861172,0.010839194541722344,0.18578431372549023,0.32275340175977657
PTO_K,PTO_LA5,PTO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,18.03,7,9,PTOExp3_LA5_I7,PTOExp3_LA0_I9,2.7352941176470584,2.9210784313725493,96,-0.18578431372549023,-0.32275340175977657,-0.3005897671568628,-0.07195925245098062,0.005419597270861172,0.010839194541722344,0.18578431372549023,0.32275340175977657
PTO_K,PTO_LA5,PTO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,19.68,7,9,PTOExp3_LA5_I7,PTOExp3_LA0_I9,2.7352941176470584,2.9210784313725493,96,-0.18578431372549023,-0.32275340175977657,-0.3005897671568628,-0.07195925245098062,0.005419597270861172,0.010839194541722344,0.18578431372549023,0.32275340175977657
GRPO_K,GRPO_LA5,GRPO_LA0,gpt-4o-mini,gpt-4o-mini,False,7.8,1,2,GRPOExp3_LA5_I1,GRPOExp3_LA0_I2,3.2715073529411764,3.359375,96,-0.08786764705882348,-0.09305519245413292,-0.2739154411764705,0.09932904411764708,0.4067952043804848,0.8135904087609696,0.08786764705882348,0.09305519245413292
GRPO_K,GRPO_LA5,GRPO_LA0,gpt-4o-mini,gpt-4o-mini,False,13.27,2,4,GRPOExp3_LA5_I2,GRPOExp3_LA0_I4,3.435110294117647,4.004411764705883,96,-0.5693014705882353,-0.7418153514090889,-0.7267800245098041,-0.42160845588235313,2.3341446465130523e-10,9.33657858605221e-10,0.5693014705882353,0.7418153514090889
GRPO_K,GRPO_LA5,GRPO_LA0,gpt-4o-mini,gpt-4o-mini,False,18.31,3,4,GRPOExp3_LA5_I3,GRPOExp3_LA0_I4,3.861764705882353,4.004411764705883,96,-0.14264705882352943,-0.2761826630490736,-0.2474908088235294,-0.044356617647058845,0.013349525258841513,0.04004857577652454,0.14264705882352943,0.2761826630490736
GRPO_K,GRPO_LA5,GRPO_LA0,gpt-4o-mini,gpt-4o-mini,False,23.21,4,8,GRPOExp3_LA5_I4,GRPOExp3_LA0_I8,4.119852941176471,4.082291666666667,96,0.03756127450980384,0.07438590093856932,-0.05318627450980404,0.13683823529411754,0.7885186861102786,0.8135904087609696,-0.03756127450980384,-0.07438590093856932
GRPO_K,GRPO_LA5,GRPO_LA0,gpt-4o-mini,gpt-4o-mini,False,27.08,4,8,GRPOExp3_LA5_I4,GRPOExp3_LA0_I8,4.119852941176471,4.082291666666667,96,0.03756127450980384,0.07438590093856932,-0.05318627450980404,0.13683823529411754,0.7885186861102786,0.8135904087609696,-0.03756127450980384,-0.07438590093856932
GRPO_K,GRPO_LA5,GRPO_LA0,gpt-4o-mini,claude-haiku-4-5,True,7.8,1,2,GRPOExp3_LA5_I1,GRPOExp3_LA0_I2,2.046262254901961,2.1067401960784315,96,-0.060477941176470595,-0.08248024066858169,-0.20364430147058823,0.09086856617647027,0.4207535791293222,0.8415071582586444,0.060477941176470595,0.08248024066858169
GRPO_K,GRPO_LA5,GRPO_LA0,gpt-4o-mini,claude-haiku-4-5,True,13.27,2,4,GRPOExp3_LA5_I2,GRPOExp3_LA0_I4,2.1416666666666666,2.5504289215686273,96,-0.4087622549019609,-0.4886767448938278,-0.5790517769607844,-0.24301317401960784,2.1594329465722867e-06,8.637731786289147e-06,0.4087622549019609,0.4886767448938278
GRPO_K,GRPO_LA5,GRPO_LA0,gpt-4o-mini,claude-haiku-4-5,True,18.31,3,4,GRPOExp3_LA5_I3,GRPOExp3_LA0_I4,2.585906862745098,2.5504289215686273,96,0.035477941176470566,0.05136772886867399,-0.10214767156862749,0.17195618872549004,0.8837840155168548,0.8837840155168548,-0.035477941176470566,-0.05136772886867399
GRPO_K,GRPO_LA5,GRPO_LA0,gpt-4o-mini,claude-haiku-4-5,True,23.21,4,8,GRPOExp3_LA5_I4,GRPOExp3_LA0_I8,2.783517156862745,2.617156862745098,96,0.16636029411764702,0.2663045720251579,0.04098958333333335,0.29126991421568604,0.011623705266156872,0.03487111579847062,-0.16636029411764702,-0.2663045720251579
GRPO_K,GRPO_LA5,GRPO_LA0,gpt-4o-mini,claude-haiku-4-5,True,27.08,4,8,GRPOExp3_LA5_I4,GRPOExp3_LA0_I8,2.783517156862745,2.617156862745098,96,0.16636029411764702,0.2663045720251579,0.04098958333333335,0.29126991421568604,0.011623705266156872,0.03487111579847062,-0.16636029411764702,-0.2663045720251579
GRPO_K,GRPO_LA5,GRPO_LA0,claude-haiku-4-5,gpt-4o-mini,True,7.8,1,2,GRPOExp3_LA5_I1,GRPOExp3_LA0_I2,3.2715073529411764,3.359375,96,-0.08786764705882348,-0.09305519245413292,-0.2739154411764705,0.09932904411764708,0.4067952043804848,0.4067952043804848,0.08786764705882348,0.09305519245413292
GRPO_K,GRPO_LA5,GRPO_LA0,claude-haiku-4-5,gpt-4o-mini,True,13.27,2,3,GRPOExp3_LA5_I2,GRPOExp3_LA0_I3,3.435110294117647,3.9934436274509806,96,-0.5583333333333333,-0.7364745666486442,-0.7110416666666666,-0.41200827205882345,8.070062425405229e-11,4.0350312127026145e-10,0.5583333333333333,0.7364745666486442
GRPO_K,GRPO_LA5,GRPO_LA0,claude-haiku-4-5,gpt-4o-mini,True,18.31,3,3,GRPOExp3_LA5_I3,GRPOExp3_LA0_I3,3.861764705882353,3.9934436274509806,96,-0.1316789215686274,-0.28097058816314013,-0.2247074142156862,-0.03994791666666663,0.013930033497494762,0.041790100492484286,0.1316789215686274,0.28097058816314013
GRPO_K,GRPO_LA5,GRPO_LA0,claude-haiku-4-5,gpt-4o-mini,True,23.21,4,3,GRPOExp3_LA5_I4,GRPOExp3_LA0_I3,4.119852941176471,3.9934436274509806,96,0.12640931372549022,0.29592892058804904,0.042329963235294116,0.21054687499999997,0.003437972675248487,0.013751890700993948,-0.12640931372549022,-0.29592892058804904
GRPO_K,GRPO_LA5,GRPO_LA0,claude-haiku-4-5,gpt-4o-mini,True,27.08,5,3,GRPOExp3_LA5_I5,GRPOExp3_LA0_I3,4.041544117647059,3.9934436274509806,96,0.04810049019607845,0.1020878570718608,-0.04628370098039216,0.1429672181372549,0.06270948654605146,0.12541897309210293,-0.04810049019607845,-0.1020878570718608
GRPO_K,GRPO_LA5,GRPO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,7.8,1,2,GRPOExp3_LA5_I1,GRPOExp3_LA0_I2,2.046262254901961,2.1067401960784315,96,-0.060477941176470595,-0.08248024066858169,-0.20364430147058823,0.09086856617647027,0.4207535791293222,0.6898284995121136,0.060477941176470595,0.08248024066858169
GRPO_K,GRPO_LA5,GRPO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,13.27,2,3,GRPOExp3_LA5_I2,GRPOExp3_LA0_I3,2.1416666666666666,2.6365808823529413,96,-0.49491421568627453,-0.7804764546444313,-0.6203477328431374,-0.3671185661764708,3.414822637784481e-10,1.7074113188922406e-09,0.49491421568627453,0.7804764546444313
GRPO_K,GRPO_LA5,GRPO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,18.31,3,3,GRPOExp3_LA5_I3,GRPOExp3_LA0_I3,2.585906862745098,2.6365808823529413,96,-0.05067401960784316,-0.10777213276151798,-0.14393382352941173,0.04258578431372544,0.3449142497560568,0.6898284995121136,0.05067401960784316,0.10777213276151798
GRPO_K,GRPO_LA5,GRPO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,23.21,4,3,GRPOExp3_LA5_I4,GRPOExp3_LA0_I3,2.783517156862745,2.6365808823529413,96,0.14693627450980395,0.33085715775439795,0.06017156862745101,0.23627604166666671,0.0029682764124526143,0.011873105649810457,-0.14693627450980395,-0.33085715775439795
GRPO_K,GRPO_LA5,GRPO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,27.08,5,3,GRPOExp3_LA5_I5,GRPOExp3_LA0_I3,2.7976715686274507,2.6365808823529413,96,0.16109068627450981,0.30979655423808977,0.05706954656862747,0.26343596813725484,0.006700593510689605,0.020101780532068812,-0.16109068627450981,-0.30979655423808977
method_K0,PTO_LA0,GRPO_LA0,gpt-4o-mini,gpt-4o-mini,False,2.8,3,1,PTOExp3_LA0_I3,GRPOExp3_LA0_I1,3.814889705882353,3.2689950980392157,96,0.5458946078431371,0.5436706868225053,0.35299325980392143,0.7593428308823528,2.9788168005133694e-06,2.9788168005133694e-06,,
method_K0,PTO_LA0,GRPO_LA0,gpt-4o-mini,gpt-4o-mini,False,3.9,4,1,PTOExp3_LA0_I4,GRPOExp3_LA0_I1,4.0075980392156865,3.2689950980392157,96,0.7386029411764706,0.8102470471163408,0.560608149509804,0.9251225490196079,1.9308670281206696e-11,5.792601084362009e-11,,
method_K0,PTO_LA0,GRPO_LA0,gpt-4o-mini,gpt-4o-mini,False,4.66,5,1,PTOExp3_LA0_I5,GRPOExp3_LA0_I1,4.014460784313726,3.2689950980392157,96,0.7454656862745098,0.7824045072879456,0.5618995098039216,0.9440732230392157,4.4381905461957464e-11,8.876381092391493e-11,,
method_K0,PTO_LA0,GRPO_LA0,gpt-4o-mini,gpt-4o-mini,False,5.37,6,2,PTOExp3_LA0_I6,GRPOExp3_LA0_I2,4.15392156862745,3.359375,96,0.794546568627451,0.909399037153338,0.6205713848039216,0.9717754289215685,1.089748295587078e-13,4.358993182348312e-13,,
method_K0,PTO_LA0,GRPO_LA0,gpt-4o-mini,gpt-4o-mini,False,6.07,6,2,PTOExp3_LA0_I6,GRPOExp3_LA0_I2,4.15392156862745,3.359375,96,0.794546568627451,0.909399037153338,0.6205713848039216,0.9717754289215685,1.089748295587078e-13,4.358993182348312e-13,,
method_K0,PTO_LA0,GRPO_LA0,gpt-4o-mini,gpt-4o-mini,False,6.88,8,2,PTOExp3_LA0_I8,GRPOExp3_LA0_I2,4.220649509803922,3.359375,96,0.8612745098039216,0.9932683865312609,0.6886351102941178,1.0440625000000001,2.427468609663829e-15,1.2137343048319145e-14,,
method_K0,PTO_LA0,GRPO_LA0,gpt-4o-mini,gpt-4o-mini,False,7.49,9,2,PTOExp3_LA0_I9,GRPOExp3_LA0_I2,4.238419117647059,3.359375,96,0.879044117647059,1.0682338281851698,0.7181341911764708,1.0501838235294116,1.4337716235327104e-15,8.602629741196263e-15,,
method_K0,PTO_LA0,GRPO_LA0,gpt-4o-mini,gpt-4o-mini,False,8.12,10,2,PTOExp3_LA0_I10,GRPOExp3_LA0_I2,4.2597426470588236,3.359375,96,0.9003676470588236,1.0864149409474553,0.744231004901961,1.0743949142156863,1.8241490488610758e-16,1.276904334202753e-15,,
method_K0,PTO_LA0,GRPO_LA0,gpt-4o-mini,claude-haiku-4-5,True,2.8,3,1,PTOExp3_LA0_I3,GRPOExp3_LA0_I1,2.480208333333333,2.073958333333333,96,0.40625,0.576008283436008,0.2688066789215686,0.5419960171568626,5.109277334207435e-07,5.109277334207435e-07,,
method_K0,PTO_LA0,GRPO_LA0,gpt-4o-mini,claude-haiku-4-5,True,3.9,4,1,PTOExp3_LA0_I4,GRPOExp3_LA0_I1,2.6804534313725488,2.073958333333333,96,0.6064950980392156,0.8434775725568153,0.46365655637254904,0.7429457720588232,1.1192673739309766e-10,2.2385347478619532e-10,,
method_K0,PTO_LA0,GRPO_LA0,gpt-4o-mini,claude-haiku-4-5,True,4.66,5,1,PTOExp3_LA0_I5,GRPOExp3_LA0_I1,2.7519607843137255,2.073958333333333,96,0.6780024509803922,0.96353177349963,0.5396875,0.8232873774509804,3.4104310195917185e-12,1.0231293058775155e-11,,
method_K0,PTO_LA0,GRPO_LA0,gpt-4o-mini,claude-haiku-4-5,True,5.37,6,2,PTOExp3_LA0_I6,GRPOExp3_LA0_I2,2.8495710784313726,2.1067401960784315,96,0.7428308823529411,1.1436177425827687,0.6173912377450981,0.8729886642156863,4.943131637309616e-14,1.9772526549238463e-13,,
method_K0,PTO_LA0,GRPO_LA0,gpt-4o-mini,claude-haiku-4-5,True,6.07,6,2,PTOExp3_LA0_I6,GRPOExp3_LA0_I2,2.8495710784313726,2.1067401960784315,96,0.7428308823529411,1.1436177425827687,0.6173912377450981,0.8729886642156863,4.943131637309616e-14,1.9772526549238463e-13,,
method_K0,PTO_LA0,GRPO_LA0,gpt-4o-mini,claude-haiku-4-5,True,6.88,8,2,PTOExp3_LA0_I8,GRPOExp3_LA0_I2,2.8954656862745094,2.1067401960784315,96,0.7887254901960784,1.3430864245178502,0.671436887254902,0.9072947303921568,1.2141657095495063e-15,7.284203621951682e-15,,
method_K0,PTO_LA0,GRPO_LA0,gpt-4o-mini,claude-haiku-4-5,True,7.49,9,2,PTOExp3_LA0_I9,GRPOExp3_LA0_I2,2.9210784313725493,2.1067401960784315,96,0.8143382352941178,1.3936943053304007,0.6973391544117646,0.9293933823529409,4.1976699321930927e-16,2.938368952535165e-15,,
method_K0,PTO_LA0,GRPO_LA0,gpt-4o-mini,claude-haiku-4-5,True,8.12,10,2,PTOExp3_LA0_I10,GRPOExp3_LA0_I2,2.866053921568627,2.1067401960784315,96,0.7593137254901962,1.3411915321996277,0.649483762254902,0.877642463235294,1.214033936991947e-15,7.284203621951682e-15,,
method_K0,PTO_LA0,GRPO_LA0,claude-haiku-4-5,gpt-4o-mini,True,2.8,3,1,PTOExp3_LA0_I3,GRPOExp3_LA0_I1,3.814889705882353,3.2689950980392157,96,0.5458946078431371,0.5436706868225053,0.35299325980392143,0.7593428308823528,2.9788168005133694e-06,2.9788168005133694e-06,,
method_K0,PTO_LA0,GRPO_LA0,claude-haiku-4-5,gpt-4o-mini,True,3.9,4,1,PTOExp3_LA0_I4,GRPOExp3_LA0_I1,4.0075980392156865,3.2689950980392157,96,0.7386029411764706,0.8102470471163408,0.560608149509804,0.9251225490196079,1.9308670281206696e-11,5.792601084362009e-11,,
